,Unnamed: 0,스크린점유율순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수,점유율집계일,좌석판매점유율순위,좌석판매율,좌석점유율,좌석수,순위,상영횟수,상영점유율,개봉n일차,개봉n일차(int),총공급좌석수,F-rated
142,2224,1,연평해전,2015-06-24,717,29.3,1266801000,2349763000,170284,332907,2015-06-25,1,26.5,26.09,642178,1,3296,31.895,1 days 00:00:00.000000000,1,6661438.0,0
143,2229,1,연평해전,2015-06-24,850,32.4,1788540957,4138303957,228338,561245,2015-06-26,1,32.3,28.08,706925,1,3688,34.486999999999995,2 days 00:00:00.000000000,2,6661438.0,0
144,2244,1,연평해전,2015-06-24,987,35.9,3470083002,7608386959,437118,998363,2015-06-27,1,51.8,32.07,843947,1,4461,40.621,3 days 00:00:00.000000000,3,6661438.0,0
145,2270,1,연평해전,2015-06-24,1013,37.0,3506103700,11114490659,439924,1438287,2015-06-28,1,52.3,32.92,841949,1,4454,41.857,4 days 00:00:00.000000000,4,6661438.0,0
146,2279,1,연평해전,2015-06-24,873,34.8,1611042400,12725533059,218354,1656641,2015-06-29,1,27.5,32.8,793869,1,4088,39.817,5 days 00:00:00.000000000,5,6661438.0,0
147,2297,1,연평해전,2015-06-24,903,35.2,1575237100,14300770159,216362,1873003,2015-06-30,1,27.0,33.16,802679,1,4135,40.232,6 days 00:00:00.000000000,6,6661438.0,0
148,2306,1,연평해전,2015-06-24,913,36.1,1432282900,15733053059,195325,2068328,2015-07-01,1,23.7,34.33,823850,1,4246,41.82,7 days 00:00:00.000000000,7,6661438.0,0
149,2319,1,연평해전,2015-06-24,802,48.4,1215438400,16948491459,167113,2235441,2015-07-02,1,25.6,26.88,652176,1,3846,62.628,8 days 00:00:00.000000000,8,6661438.0,0
150,2330,1,연평해전,2015-06-24,822,48.1,1748372943,18696864402,230462,2465903,2015-07-03,1,34.1,27.26,676401,1,4000,62.844,9 days 00:00:00.000000000,9,6661438.0,0
151,2342,1,연평해전,2015-06-24,894,51.9,3181230888,21878095290,407998,2873901,2015-07-04,1,54.4,29.09,750232,1,4437,69.35,10 days 00:00:00.000000000,10,6661438.0,0
152,2344,1,연평해전,2015-06-24,898,52.9,2817078200,24695173490,358540,3232441,2015-07-05,1,48.8,29.21,735100,1,4336,69.21,11 days 00:00:00.000000000,11,6661438.0,0
153,2357,1,연평해전,2015-06-24,845,49.9,954240400,25649413890,130807,3363248,2015-07-06,1,18.9,29.17,692991,1,4069,64.598,12 days 00:00:00.000000000,12,6661438.0,0
154,2371,1,연평해전,2015-06-24,845,48.3,1102759900,26752173790,152880,3516128,2015-07-07,1,22.1,29.24,693347,1,4079,64.155,13 days 00:00:00.000000000,13,6661438.0,0
155,2381,1,연평해전,2015-06-24,907,50.5,1249537300,28001711090,176650,3692778,2015-07-08,1,25.0,29.9,706958,1,4142,64.688,14 days 00:00:00.000000000,14,6661438.0,0
156,2393,1,연평해전,2015-06-24,755,45.7,925584800,28927295890,130468,3823246,2015-07-09,1,21.1,24.57,617643,1,3332,52.185,15 days 00:00:00.000000000,15,6661438.0,0
157,2414,1,연평해전,2015-06-24,777,43.7,1229433323,30156729213,166166,3989412,2015-07-10,1,26.4,24.41,629683,1,3421,50.45,16 days 00:00:00.000000000,16,6661438.0,0
158,2427,1,연평해전,2015-06-24,776,44.3,2774843872,32931573085,361917,4351329,2015-07-11,1,54.4,24.44,665392,1,3567,50.979,17 days 00:00:00.000000000,17,6661438.0,0
159,2439,1,연평해전,2015-06-24,757,45.2,2661320400,35592893485,344453,4695782,2015-07-12,1,52.4,24.78,657386,1,3508,53.208,18 days 00:00:00.000000000,18,6661438.0,0
160,2447,1,연평해전,2015-06-24,722,45.3,688125700,36281019185,94383,4790165,2015-07-13,1,15.1,25.0,623425,1,3341,51.903,19 days 00:00:00.000000000,19,6661438.0,0
161,2462,1,연평해전,2015-06-24,747,45.9,620987900,36902007085,86887,4877052,2015-07-14,1,13.8,25.37,630112,1,3349,52.64100000000001,20 days 00:00:00.000000000,20,6661438.0,0
162,2470,1,연평해전,2015-06-24,718,40.4,646657400,37548664485,91608,4968660,2015-07-15,1,14.9,24.69,616220,1,3237,48.838,21 days 00:00:00.000000000,21,6661438.0,0
163,2492,1,연평해전,2015-06-24,706,44.5,601979400,38150643885,85145,5053805,2015-07-16,1,14.8,22.59,577058,1,3005,55.679,22 days 00:00:00.000000000,22,6661438.0,0
164,2498,1,연평해전,2015-06-24,692,44.4,878308033,39028951918,116497,5170302,2015-07-17,1,19.5,22.49,597745,1,3117,57.161,23 days 00:00:00.000000000,23,6661438.0,0
165,2513,1,연평해전,2015-06-24,730,47.4,1699761212,40728713130,218267,5388569,2015-07-18,1,35.2,22.23,620550,1,3218,65.063,24 days 00:00:00.000000000,24,6661438.0,0
166,2532,1,연평해전,2015-06-24,702,45.8,1531622800,42260335930,196206,5584775,2015-07-19,1,33.3,21.65,589298,1,3063,64.539,25 days 00:00:00.000000000,25,6661438.0,0
167,2546,1,연평해전,2015-06-24,666,45.3,471468200,42731804130,65575,5650350,2015-07-20,1,11.6,21.99,564476,1,2949,60.17100000000001,26 days 00:00:00.000000000,26,6661438.0,0
168,2568,1,연평해전,2015-06-24,672,45.7,458499200,43190303330,64682,5715032,2015-07-21,1,11.5,21.85,560859,1,2934,60.507,27 days 00:00:00.000000000,27,6661438.0,0
169,2580,2,연평해전,2015-06-24,463,23.5,245406300,43435709630,35487,5750519,2015-07-22,2,15.5,9.26,228683,2,1597,19.53,28 days 00:00:00.000000000,28,6661438.0,0
170,2607,2,연평해전,2015-06-24,454,23.7,216527800,43652237430,30983,5781502,2015-07-23,2,14.4,8.71,215149,2,1508,18.422,29 days 00:00:00.000000000,29,6661438.0,0
171,2620,2,연평해전,2015-06-24,448,22.9,264408500,43916645930,35141,5816643,2015-07-24,2,16.1,8.57,218162,2,1543,18.057,30 days 00:00:00.000000000,30,6661438.0,0
172,2637,2,연평해전,2015-06-24,437,21.0,457072000,44373717930,59259,5875902,2015-07-25,2,32.4,6.89,182764,2,1347,15.123,31 days 00:00:00.000000000,31,6661438.0,0
173,2650,2,연평해전,2015-06-24,423,20.6,425284400,44799002330,54996,5930898,2015-07-26,2,32.6,6.5,168846,2,1252,14.325,32 days 00:00:00.000000000,32,6661438.0,0
174,2659,2,연평해전,2015-06-24,444,22.4,169539100,44968541430,23823,5954721,2015-07-27,2,13.0,7.28,182763,2,1349,15.925,33 days 00:00:00.000000000,33,6661438.0,0
175,2678,2,연평해전,2015-06-24,431,21.6,173016000,45141557430,24321,5979042,2015-07-28,2,13.8,6.99,175706,2,1306,15.415,34 days 00:00:00.000000000,34,6661438.0,0
176,2695,2,연평해전,2015-06-24,379,18.7,175005600,45316563030,27165,6006207,2015-07-29,2,21.2,4.96,128040,2,964,11.828,35 days 00:00:00.000000000,35,6661438.0,0
177,2717,3,연평해전,2015-06-24,118,8.8,36301500,45352864530,5437,6011644,2015-07-30,3,28.0,0.75,19402,3,172,3.372,36 days 00:00:00.000000000,36,6661438.0,0
178,2730,3,연평해전,2015-06-24,108,8.1,34420900,45387285430,4891,6016535,2015-07-31,3,29.1,0.64,16805,3,150,2.964,37 days 00:00:00.000000000,37,6661438.0,0
179,2734,3,연평해전,2015-06-24,81,6.2,33015700,45420301130,4485,6021020,2015-08-01,3,32.0,0.52,14008,3,117,2.246,38 days 00:00:00.000000000,38,6661438.0,0
180,2749,3,연평해전,2015-06-24,84,6.2,28656000,45448957130,3859,6024879,2015-08-02,3,28.1,0.51,13759,3,119,2.268,39 days 00:00:00.000000000,39,6661438.0,0
181,2771,3,연평해전,2015-06-24,99,7.2,29182400,45478139530,4529,6029408,2015-08-03,3,26.4,0.65,17176,3,141,2.714,40 days 00:00:00.000000000,40,6661438.0,0
182,2784,3,연평해전,2015-06-24,97,6.7,22131400,45500270930,3229,6032637,2015-08-04,3,22.5,0.55,14372,3,126,2.377,41 days 00:00:00.000000000,41,6661438.0,0
183,2797,5,연평해전,2015-06-24,21,1.1,7447000,45507717930,1248,6033885,2015-08-05,5,40.3,0.12,3094,4,28,0.32299999999999995,42 days 00:00:00.000000000,42,6661438.0,0
184,2824,4,연평해전,2015-06-24,18,1.0,6496100,45514214030,964,6034849,2015-08-06,3,33.3,0.11,2894,4,22,0.257,43 days 00:00:00.000000000,43,6661438.0,0
185,2834,5,연평해전,2015-06-24,18,0.9,6373300,45520587330,1007,6035856,2015-08-07,5,38.4,0.1,2620,4,23,0.261,44 days 00:00:00.000000000,44,6661438.0,0
186,2839,4,연평해전,2015-06-24,12,0.6,5048200,45525635530,706,6036562,2015-08-08,4,42.8,0.06,1648,4,16,0.174,45 days 00:00:00.000000000,45,6661438.0,0
187,2855,4,연평해전,2015-06-24,11,0.6,3316900,45528952430,426,6036988,2015-08-09,4,30.1,0.05,1414,4,14,0.154,46 days 00:00:00.000000000,46,6661438.0,0
188,2867,5,연평해전,2015-06-24,14,0.7,3036900,45531989330,435,6037423,2015-08-10,6,25.7,0.07,1693,5,16,0.18,47 days 00:00:00.000000000,47,6661438.0,0
189,2901,6,연평해전,2015-06-24,14,0.7,2776000,45534765330,421,6037844,2015-08-11,7,18.9,0.09,2223,6,17,0.189,48 days 00:00:00.000000000,48,6661438.0,0
190,2910,4,연평해전,2015-06-24,16,0.8,5422500,45540187830,902,6038746,2015-08-12,5,43.6,0.08,2067,4,18,0.198,49 days 00:00:00.000000000,49,6661438.0,0
191,2926,9,연평해전,2015-06-24,7,0.3,2411000,45542598830,552,6039298,2015-08-13,10,49.2,0.04,1123,11,8,0.066,50 days 00:00:00.000000000,50,6661438.0,0
192,2943,10,연평해전,2015-06-24,3,0.1,350500,45542949330,59,6039357,2015-08-14,10,11.7,0.02,506,13,3,0.024,51 days 00:00:00.000000000,51,6661438.0,0
193,2962,8,연평해전,2015-06-24,6,0.2,2028000,45544977330,325,6039682,2015-08-15,8,26.8,0.04,1212,9,7,0.057,52 days 00:00:00.000000000,52,6661438.0,0
194,2974,11,연평해전,2015-06-24,4,0.1,314000,45545291330,50,6039732,2015-08-16,14,13.2,0.01,379,12,4,0.034,53 days 00:00:00.000000000,53,6661438.0,0
195,2997,13,연평해전,2015-06-24,3,0.1,67000,45545358330,13,6039745,2015-08-17,14,3.3,0.02,391,14,3,0.026,54 days 00:00:00.000000000,54,6661438.0,0
196,3015,14,연평해전,2015-06-24,2,0.1,103000,45545461330,19,6039764,2015-08-18,17,10.6,0.01,179,16,2,0.017,55 days 00:00:00.000000000,55,6661438.0,0
197,3033,14,연평해전,2015-06-24,3,0.1,679000,45546140330,134,6039898,2015-08-19,16,43.8,0.01,306,14,3,0.026,56 days 00:00:00.000000000,56,6661438.0,0
198,3060,20,연평해전,2015-06-24,1,0.0,1165000,45547305330,233,6040131,2015-08-20,19,100.0,0.01,233,21,1,0.009000000000000001,57 days 00:00:00.000000000,57,6661438.0,0
199,3187,11,연평해전,2015-06-24,3,0.1,1900000,45549205330,380,6040511,2015-08-27,13,96.9,0.02,392,14,3,0.026,64 days 00:00:00.000000000,64,6661438.0,0
200,3226,19,연평해전,2015-06-24,1,0.0,400000,45549605330,40,6040551,2015-08-29,25,100.0,0.0,40,19,1,0.008,66 days 00:00:00.000000000,66,6661438.0,0
201,3269,17,연평해전,2015-06-24,1,0.0,265000,45549870330,53,6040604,2015-08-31,18,33.5,0.01,158,19,1,0.009000000000000001,68 days 00:00:00.000000000,68,6661438.0,0
202,3327,19,연평해전,2015-06-24,2,0.1,1465000,45551335330,293,6040897,2015-09-03,19,88.3,0.01,332,21,2,0.026,71 days 00:00:00.000000000,71,6661438.0,0
203,3356,18,연평해전,2015-06-24,1,0.0,500000,45551835330,100,6040997,2015-09-05,22,87.7,0.0,114,18,1,0.012,73 days 00:00:00.000000000,73,6661438.0,0
204,3628,25,연평해전,2015-06-24,1,0.0,700000,45552535330,175,6041172,2015-09-16,24,100.0,0.01,175,28,1,0.011,84 days 00:00:00.000000000,84,6661438.0,0
205,4179,12,연평해전,2015-06-24,1,0.1,700000,45553235330,175,6041347,2015-10-10,11,100.0,0.01,175,12,1,0.016,108 days 00:00:00.000000000,108,6661438.0,0
206,4206,12,연평해전,2015-06-24,1,0.1,600000,45553835330,150,6041497,2015-10-11,13,85.7,0.01,175,13,1,0.017,109 days 00:00:00.000000000,109,6661438.0,0
207,4275,17,연평해전,2015-06-24,1,0.1,569000,45554404330,81,6041578,2015-10-15,13,42.4,0.01,191,17,1,0.022,113 days 00:00:00.000000000,113,6661438.0,0
208,4385,20,연평해전,2015-06-24,1,0.1,0,45554404330,0,6041578,2015-10-21,19,0.0,0.01,188,23,1,0.023,119 days 00:00:00.000000000,119,6661438.0,0
209,4487,22,연평해전,2015-06-24,2,0.1,1388000,45555792330,347,6041925,2015-10-26,20,77.8,0.02,446,25,2,0.022,124 days 00:00:00.000000000,124,6661438.0,0
210,4529,20,연평해전,2015-06-24,4,0.2,3120000,45558912330,780,6042705,2015-10-28,17,85.5,0.04,912,19,5,0.058,126 days 00:00:00.000000000,126,6661438.0,0
211,4570,20,연평해전,2015-06-24,3,0.1,2176000,45561088330,544,6043249,2015-10-29,20,94.4,0.02,576,20,4,0.047,127 days 00:00:00.000000000,127,6661438.0,0
212,4585,20,연평해전,2015-06-24,3,0.1,2140000,45563228330,535,6043784,2015-10-30,20,93.9,0.02,570,20,3,0.034,128 days 00:00:00.000000000,128,6661438.0,0
213,6209,18,연평해전,2015-06-24,1,0.0,0,45563228330,0,6043784,2015-12-30,19,0.0,0.01,197,23,1,0.01,189 days 00:00:00.000000000,189,6661438.0,0
214,7729,20,연평해전,2015-06-24,1,0.1,600000,45563828330,200,6043984,2016-03-15,11,17.5,0.05,1144,15,4,0.068,265 days 00:00:00.000000000,265,6661438.0,0
215,7743,17,연평해전,2015-06-24,1,0.1,513000,45564341330,171,6044155,2016-03-16,12,15.0,0.05,1144,17,4,0.068,266 days 00:00:00.000000000,266,6661438.0,0
216,7765,14,연평해전,2015-06-24,1,0.1,423000,45564764330,141,6044296,2016-03-17,10,12.3,0.05,1144,12,4,0.08199999999999999,267 days 00:00:00.000000000,267,6661438.0,0
217,7785,18,연평해전,2015-06-24,1,0.1,270000,45565034330,90,6044386,2016-03-18,9,10.5,0.03,858,16,3,0.058,268 days 00:00:00.000000000,268,6661438.0,0
218,7803,18,연평해전,2015-06-24,1,0.1,291000,45565325330,97,6044483,2016-03-19,9,11.3,0.03,858,15,3,0.055,269 days 00:00:00.000000000,269,6661438.0,0
219,7817,19,연평해전,2015-06-24,1,0.1,162000,45565487330,54,6044537,2016-03-20,10,9.4,0.02,572,18,2,0.038,270 days 00:00:00.000000000,270,6661438.0,0
220,9699,9,연평해전,2015-06-24,4,0.2,262000,45565749330,65,6044602,2016-06-17,9,14.7,0.02,442,9,4,0.067,359 days 00:00:00.000000000,359,6661438.0,0
221,9761,16,연평해전,2015-06-24,1,0.1,20000,45565769330,2,6044604,2016-06-20,21,3.2,0.0,63,18,1,0.017,362 days 00:00:00.000000000,362,6661438.0,0
222,9778,14,연평해전,2015-06-24,1,0.1,8000,45565777330,1,6044605,2016-06-21,17,0.9,0.0,114,15,1,0.017,363 days 00:00:00.000000000,363,6661438.0,0
223,9809,15,연평해전,2015-06-24,1,0.1,320000,45566097330,80,6044685,2016-06-23,14,47.9,0.01,167,17,1,0.018000000000000002,365 days 00:00:00.000000000,365,6661438.0,0
224,9842,16,연평해전,2015-06-24,1,0.1,8000,45566105330,2,6044687,2016-06-24,34,2.0,0.0,98,18,1,0.017,366 days 00:00:00.000000000,366,6661438.0,0
225,9877,15,연평해전,2015-06-24,1,0.1,6000,45566111330,1,6044688,2016-06-25,13,0.6,0.01,167,20,1,0.018000000000000002,367 days 00:00:00.000000000,367,6661438.0,0
226,17968,20,연평해전,2015-06-24,1,0.0,400000,45566511330,100,6044788,2017-06-20,20,59.9,0.01,167,23,1,0.012,727 days 00:00:00.000000000,727,6661438.0,0
227,17996,19,연평해전,2015-06-24,1,0.1,400000,45566911330,100,6044888,2017-06-21,19,59.9,0.01,167,23,1,0.023,728 days 00:00:00.000000000,728,6661438.0,0
228,18100,19,연평해전,2015-06-24,1,0.1,71000,45566982330,9,6044897,2017-06-26,25,8.2,0.0,110,23,1,0.023,733 days 00:00:00.000000000,733,6661438.0,0
229,18127,20,연평해전,2015-06-24,1,0.1,7000,45566989330,1,6044898,2017-06-27,19,0.7,0.01,152,21,1,0.023,734 days 00:00:00.000000000,734,6661438.0,0
230,18168,18,연평해전,2015-06-24,2,0.1,64500,45567053830,13,6044911,2017-06-28,20,6.3,0.01,206,21,2,0.02,735 days 00:00:00.000000000,735,6661438.0,0
231,18197,24,연평해전,2015-06-24,1,0.0,195000,45567248830,39,6044950,2017-06-29,22,25.7,0.01,152,26,1,0.01,736 days 00:00:00.000000000,736,6661438.0,0
232,18218,21,연평해전,2015-06-24,1,0.0,42000,45567290830,6,6044956,2017-06-30,40,6.3,0.0,96,26,1,0.01,737 days 00:00:00.000000000,737,6661438.0,0
233,6441,17,귀향,2016-02-24,1,0.0,1116000,1116000,124,124,2016-01-11,19,72.1,0.01,172,20,1,0.013,-44 days +00:00:00.000000000,-44,5963190.0,1
234,6494,20,귀향,2016-02-24,1,0.0,2538000,3654000,282,406,2016-01-13,17,100.0,0.01,282,23,1,0.013,-42 days +00:00:00.000000000,-42,5963190.0,1
235,6945,17,귀향,2016-02-24,2,0.1,4192000,7846000,524,930,2016-02-04,17,100.0,0.02,524,18,2,0.021,-20 days +00:00:00.000000000,-20,5963190.0,1
236,7138,9,귀향,2016-02-24,21,0.8,43330000,51176000,5556,6486,2016-02-15,9,99.4,0.22,5590,9,21,0.218,-9 days +00:00:00.000000000,-9,5963190.0,1
237,7170,10,귀향,2016-02-24,13,0.5,21439000,72615000,2782,9268,2016-02-16,10,98.8,0.11,2816,11,13,0.159,-8 days +00:00:00.000000000,-8,5963190.0,1
238,7198,17,귀향,2016-02-24,1,0.1,1043000,73658000,149,9417,2016-02-17,18,100.0,0.01,149,21,1,0.014,-7 days +00:00:00.000000000,-7,5963190.0,1
239,7230,20,귀향,2016-02-24,1,0.1,1043000,74701000,149,9566,2016-02-18,17,100.0,0.01,149,24,1,0.014,-6 days +00:00:00.000000000,-6,5963190.0,1
240,7263,9,귀향,2016-02-24,4,0.2,7002000,81703000,1167,10733,2016-02-20,7,100.0,0.04,1167,9,5,0.07,-4 days +00:00:00.000000000,-4,5963190.0,1
241,7306,13,귀향,2016-02-24,2,0.1,2075000,83778000,321,11054,2016-02-22,16,100.0,0.01,321,14,2,0.029,-2 days +00:00:00.000000000,-2,5963190.0,1
242,7368,2,귀향,2016-02-24,513,20.4,962008400,1045786400,158174,169228,2016-02-24,1,43.3,13.63,365656,1,2138,24.351,0 days 00:00:00.000000000,0,5963190.0,1
243,7385,1,귀향,2016-02-24,528,18.9,982667700,2028454100,134742,303970,2016-02-25,1,33.5,14.87,402360,1,2224,24.613000000000003,1 days 00:00:00.000000000,1,5963190.0,1
244,7399,1,귀향,2016-02-24,589,20.4,1339968655,3368422755,173714,477684,2016-02-26,1,37.3,16.82,465192,1,2467,26.714,2 days 00:00:00.000000000,2,5963190.0,1
245,7419,1,귀향,2016-02-24,770,24.7,2455873351,5824296106,312202,789886,2016-02-27,1,49.5,21.97,630310,1,3222,33.517,3 days 00:00:00.000000000,3,5963190.0,1
246,7434,1,귀향,2016-02-24,797,25.8,2515327800,8339623906,320062,1109948,2016-02-28,1,49.4,23.26,647527,1,3293,35.523,4 days 00:00:00.000000000,4,5963190.0,1
247,7453,1,귀향,2016-02-24,783,26.1,1749558698,10089182604,240473,1350421,2016-02-29,1,34.2,25.41,702414,1,3481,37.083,5 days 00:00:00.000000000,5,5963190.0,1
248,7474,1,귀향,2016-02-24,876,28.4,3466680000,13555862604,446819,1797240,2016-03-01,1,55.1,29.62,811135,1,3938,42.077,6 days 00:00:00.000000000,6,5963190.0,1
249,7483,1,귀향,2016-02-24,763,27.7,801281600,14357144204,110506,1907746,2016-03-02,1,14.9,29.4,743480,1,3573,40.621,7 days 00:00:00.000000000,7,5963190.0,1
250,7499,1,귀향,2016-02-24,750,31.9,702926000,15060070204,96453,2004199,2016-03-03,1,13.7,27.84,701968,1,3444,51.95399999999999,8 days 00:00:00.000000000,8,5963190.0,1
251,7511,1,귀향,2016-02-24,771,32.6,930341000,15990411204,117486,2121685,2016-03-04,1,15.9,28.44,738658,1,3612,52.93899999999999,9 days 00:00:00.000000000,9,5963190.0,1
252,7540,1,귀향,2016-02-24,861,35.3,2041924732,18032335936,251892,2373577,2016-03-05,1,29.9,30.65,841306,1,4088,56.99100000000001,10 days 00:00:00.000000000,10,5963190.0,1
253,7554,1,귀향,2016-02-24,846,35.6,1868625900,19900961836,232051,2605628,2016-03-06,1,28.7,30.39,808091,1,3916,57.16,11 days 00:00:00.000000000,11,5963190.0,1
254,7564,1,귀향,2016-02-24,757,34.0,527713400,20428675236,72612,2678240,2016-03-07,1,10.1,29.26,718768,1,3495,54.712,12 days 00:00:00.000000000,12,5963190.0,1
255,7581,1,귀향,2016-02-24,773,34.5,476968000,20905643236,66751,2744991,2016-03-08,1,9.3,29.47,716083,1,3491,55.325,13 days 00:00:00.000000000,13,5963190.0,1
256,7595,1,귀향,2016-02-24,760,33.9,428271800,21333915036,60012,2805003,2016-03-09,1,8.6,29.03,700994,1,3415,54.362,14 days 00:00:00.000000000,14,5963190.0,1
257,7612,1,귀향,2016-02-24,585,33.6,358766800,21692681836,50895,2855898,2016-03-10,1,10.7,18.42,474152,1,2445,40.845,15 days 00:00:00.000000000,15,5963190.0,1
258,7630,1,귀향,2016-02-24,592,33.9,422519161,22115200997,54611,2910509,2016-03-11,1,11.0,18.64,495507,1,2540,41.16,16 days 00:00:00.000000000,16,5963190.0,1
259,7662,1,귀향,2016-02-24,669,35.3,956237145,23071438142,120424,3030933,2016-03-12,1,22.0,19.46,547401,1,2743,42.103,17 days 00:00:00.000000000,17,5963190.0,1
260,7677,1,귀향,2016-02-24,654,34.6,889251900,23960690042,111687,3142620,2016-03-13,1,21.5,19.2,520641,1,2616,41.856,18 days 00:00:00.000000000,18,5963190.0,1
261,7699,1,귀향,2016-02-24,577,34.1,251622100,24212312142,35153,3177773,2016-03-14,1,7.5,18.83,471805,1,2417,40.745,19 days 00:00:00.000000000,19,5963190.0,1
262,7720,1,귀향,2016-02-24,603,34.7,238854500,24451166642,34762,3212535,2016-03-15,1,7.5,18.79,465763,1,2390,40.709,20 days 00:00:00.000000000,20,5963190.0,1
263,7735,1,귀향,2016-02-24,596,34.3,218852300,24670018942,31099,3243634,2016-03-16,1,6.8,18.52,458701,1,2371,40.537,21 days 00:00:00.000000000,21,5963190.0,1
264,7752,1,귀향,2016-02-24,546,38.8,197998700,24868017642,29117,3272751,2016-03-17,1,7.5,15.43,389033,1,2076,42.813,22 days 00:00:00.000000000,22,5963190.0,1
265,7774,1,귀향,2016-02-24,554,37.7,265322428,25133340070,34489,3307240,2016-03-18,1,8.5,15.29,407581,1,2210,42.813,23 days 00:00:00.000000000,23,5963190.0,1
266,7787,1,귀향,2016-02-24,607,39.1,510155220,25643495290,64606,3371846,2016-03-19,1,14.3,15.95,451269,1,2427,44.304,24 days 00:00:00.000000000,24,5963190.0,1
267,7811,1,귀향,2016-02-24,570,37.7,419900800,26063396090,52518,3424364,2016-03-20,1,12.4,15.53,423131,1,2265,43.457,25 days 00:00:00.000000000,25,5963190.0,1
268,7844,1,귀향,2016-02-24,538,37.7,121832800,26185228890,17238,3441602,2016-03-21,1,4.7,15.16,365697,1,1977,41.447,26 days 00:00:00.000000000,26,5963190.0,1
269,7862,1,귀향,2016-02-24,541,38.8,121012800,26306241690,17040,3458642,2016-03-22,1,4.7,15.1,364255,1,1965,42.095,27 days 00:00:00.000000000,27,5963190.0,1
270,7873,1,귀향,2016-02-24,553,38.3,126117500,26432359190,17826,3476468,2016-03-23,1,5.1,14.46,349863,1,1928,41.877,28 days 00:00:00.000000000,28,5963190.0,1
271,7894,2,귀향,2016-02-24,400,31.6,68108300,26500467490,9683,3486151,2016-03-24,2,9.4,4.48,102727,2,815,27.968000000000004,29 days 00:00:00.000000000,29,5963190.0,1
272,7913,2,귀향,2016-02-24,406,31.4,82718500,26583185990,11031,3497182,2016-03-25,2,10.3,4.54,107296,2,856,28.121,30 days 00:00:00.000000000,30,5963190.0,1
273,7932,2,귀향,2016-02-24,401,30.1,139522100,26722708090,17524,3514706,2016-03-26,2,18.7,3.77,93922,2,771,26.855,31 days 00:00:00.000000000,31,5963190.0,1
274,7957,2,귀향,2016-02-24,392,30.1,133351700,26856059790,16685,3531391,2016-03-27,2,18.2,3.81,91730,2,732,26.902,32 days 00:00:00.000000000,32,5963190.0,1
