,Unnamed: 0,스크린점유율순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수,점유율집계일,좌석판매점유율순위,좌석판매율,좌석점유율,좌석수,순위,상영횟수,상영점유율,개봉n일차,개봉n일차(int),총공급좌석수,F-rated
618,11781,8,덕혜옹주,2016-08-03,13,0.6,1464000,44371376609,181,5594836,2016-09-24,9,9.7,0.07,1876,8,14,0.204,52 days 00:00:00.000000000,52,5614881.0,1
619,11812,8,덕혜옹주,2016-08-03,13,0.6,1032000,44372408609,129,5594965,2016-09-25,8,5.8,0.09,2211,8,16,0.242,53 days 00:00:00.000000000,53,5614881.0,1
620,11842,9,덕혜옹주,2016-08-03,18,0.9,1042000,44373450609,147,5595112,2016-09-26,9,5.4,0.12,2703,9,23,0.341,54 days 00:00:00.000000000,54,5614881.0,1
621,11878,9,덕혜옹주,2016-08-03,15,0.7,1948500,44375399109,314,5595426,2016-09-27,9,11.5,0.12,2727,9,24,0.355,55 days 00:00:00.000000000,55,5614881.0,1
622,11893,9,덕혜옹주,2016-08-03,7,0.3,2001000,44377400109,290,5595716,2016-09-28,11,31.3,0.04,927,9,7,0.093,56 days 00:00:00.000000000,56,5614881.0,1
623,11908,11,덕혜옹주,2016-08-03,5,0.3,536500,44377936609,78,5595794,2016-09-29,13,13.2,0.02,589,11,5,0.066,57 days 00:00:00.000000000,57,5614881.0,1
624,11939,11,덕혜옹주,2016-08-03,5,0.3,606500,44378543109,79,5595873,2016-09-30,14,13.4,0.02,589,12,5,0.064,58 days 00:00:00.000000000,58,5614881.0,1
625,12081,15,덕혜옹주,2016-08-03,1,0.1,1800000,44380343109,300,5596173,2016-10-06,14,96.2,0.01,312,17,1,0.017,64 days 00:00:00.000000000,64,5614881.0,1
626,12104,15,덕혜옹주,2016-08-03,2,0.1,852000,44381195109,138,5596311,2016-10-07,15,38.7,0.01,357,15,2,0.035,65 days 00:00:00.000000000,65,5614881.0,1
627,12184,14,덕혜옹주,2016-08-03,1,0.1,150000,44381345109,30,5596341,2016-10-11,25,83.3,0.0,36,18,1,0.021,69 days 00:00:00.000000000,69,5614881.0,1
628,12210,12,덕혜옹주,2016-08-03,2,0.1,335000,44381680109,75,5596416,2016-10-12,13,29.9,0.01,251,15,2,0.041,70 days 00:00:00.000000000,70,5614881.0,1
629,12223,17,덕혜옹주,2016-08-03,3,0.1,1507000,44383187109,317,5596733,2016-10-13,19,91.4,0.01,347,18,3,0.044,71 days 00:00:00.000000000,71,5614881.0,1
630,12256,20,덕혜옹주,2016-08-03,1,0.0,828000,44384015109,207,5596940,2016-10-14,17,100.0,0.01,207,23,1,0.014,72 days 00:00:00.000000000,72,5614881.0,1
631,12310,18,덕혜옹주,2016-08-03,1,0.0,696000,44384711109,116,5597056,2016-10-16,29,85.3,0.0,136,22,1,0.012,74 days 00:00:00.000000000,74,5614881.0,1
632,12342,16,덕혜옹주,2016-08-03,1,0.0,504000,44385215109,126,5597182,2016-10-18,24,100.0,0.0,126,19,1,0.013,76 days 00:00:00.000000000,76,5614881.0,1
633,12488,18,덕혜옹주,2016-08-03,1,0.1,0,44385215109,0,5597182,2016-10-24,19,0.0,0.01,169,22,1,0.013,82 days 00:00:00.000000000,82,5614881.0,1
634,12541,19,덕혜옹주,2016-08-03,1,0.1,350000,44385565109,50,5597232,2016-10-25,22,30.7,0.01,163,26,1,0.015,83 days 00:00:00.000000000,83,5614881.0,1
635,12711,21,덕혜옹주,2016-08-03,1,0.1,326000,44385891109,163,5597395,2016-11-01,15,31.4,0.02,520,19,2,0.035,90 days 00:00:00.000000000,90,5614881.0,1
636,12754,20,덕혜옹주,2016-08-03,1,0.1,456000,44386347109,228,5597623,2016-11-02,14,43.9,0.02,520,17,2,0.036000000000000004,91 days 00:00:00.000000000,91,5614881.0,1
637,13223,19,덕혜옹주,2016-08-03,2,0.1,2372000,44388719109,590,5598213,2016-11-17,19,93.4,0.02,632,21,3,0.048,106 days 00:00:00.000000000,106,5614881.0,1
638,13250,24,덕혜옹주,2016-08-03,1,0.0,1924000,44390643109,481,5598694,2016-11-18,19,92.2,0.02,522,23,2,0.033,107 days 00:00:00.000000000,107,5614881.0,1
639,13448,25,덕혜옹주,2016-08-03,2,0.1,345000,44390988109,69,5598763,2016-11-25,24,21.3,0.01,324,25,3,0.041,114 days 00:00:00.000000000,114,5614881.0,1
640,13589,28,덕혜옹주,2016-08-03,1,0.0,0,44390988109,0,5598763,2016-11-29,26,0.0,0.01,182,34,1,0.014,118 days 00:00:00.000000000,118,5614881.0,1
641,13660,25,덕혜옹주,2016-08-03,1,0.0,0,44390988109,0,5598763,2016-12-01,24,0.0,0.01,138,28,1,0.012,120 days 00:00:00.000000000,120,5614881.0,1
642,13720,24,덕혜옹주,2016-08-03,1,0.0,0,44390988109,0,5598763,2016-12-02,41,0.0,0.0,116,27,1,0.012,121 days 00:00:00.000000000,121,5614881.0,1
643,13981,27,덕혜옹주,2016-08-03,1,0.0,1530000,44392518109,204,5598967,2016-12-08,23,80.3,0.01,254,32,1,0.011,127 days 00:00:00.000000000,127,5614881.0,1
644,14199,19,덕혜옹주,2016-08-03,2,0.1,1310000,44393828109,262,5599229,2016-12-16,19,91.6,0.01,286,19,2,0.017,135 days 00:00:00.000000000,135,5614881.0,1
645,14404,26,덕혜옹주,2016-08-03,1,0.0,0,44393828109,0,5599229,2016-12-22,36,0.0,0.0,102,28,1,0.009000000000000001,141 days 00:00:00.000000000,141,5614881.0,1
646,14455,21,덕혜옹주,2016-08-03,2,0.1,0,44393828109,0,5599229,2016-12-23,21,0.0,0.01,375,24,2,0.017,142 days 00:00:00.000000000,142,5614881.0,1
647,14476,21,덕혜옹주,2016-08-03,1,0.0,0,44393828109,0,5599229,2016-12-24,18,0.0,0.01,173,24,1,0.009000000000000001,143 days 00:00:00.000000000,143,5614881.0,1
648,16029,13,덕혜옹주,2016-08-03,1,0.1,0,44393828109,0,5599229,2017-03-16,11,0.0,0.01,221,13,1,0.036000000000000004,225 days 00:00:00.000000000,225,5614881.0,1
649,16055,14,덕혜옹주,2016-08-03,1,0.1,0,44393828109,0,5599229,2017-03-17,12,0.0,0.01,155,15,1,0.036000000000000004,226 days 00:00:00.000000000,226,5614881.0,1
650,16550,16,덕혜옹주,2016-08-03,1,0.1,37000,44393865109,7,5599236,2017-04-12,10,1.7,0.02,413,21,1,0.02,252 days 00:00:00.000000000,252,5614881.0,1
651,16581,14,덕혜옹주,2016-08-03,1,0.1,16000,44393881109,3,5599239,2017-04-13,14,0.7,0.02,413,18,1,0.022,253 days 00:00:00.000000000,253,5614881.0,1
652,16659,16,덕혜옹주,2016-08-03,1,0.1,172000,44394053109,28,5599267,2017-04-16,12,6.8,0.02,413,20,1,0.024,256 days 00:00:00.000000000,256,5614881.0,1
653,17410,17,덕혜옹주,2016-08-03,1,0.1,650000,44394703109,130,5599397,2017-05-25,16,83.3,0.01,156,19,1,0.021,295 days 00:00:00.000000000,295,5614881.0,1
654,17971,20,덕혜옹주,2016-08-03,1,0.0,0,44394703109,0,5599397,2017-06-20,28,0.0,0.0,122,23,1,0.012,321 days 00:00:00.000000000,321,5614881.0,1
655,18043,19,덕혜옹주,2016-08-03,1,0.1,400000,44395103109,100,5599497,2017-06-23,19,59.9,0.01,167,24,1,0.026,324 days 00:00:00.000000000,324,5614881.0,1
656,18094,17,덕혜옹주,2016-08-03,1,0.1,451500,44395554609,109,5599606,2017-06-25,17,65.3,0.01,167,20,1,0.025,326 days 00:00:00.000000000,326,5614881.0,1
657,18177,24,덕혜옹주,2016-08-03,1,0.0,0,44395554609,0,5599606,2017-06-29,22,0.0,0.01,308,26,1,0.01,330 days 00:00:00.000000000,330,5614881.0,1
658,18547,21,덕혜옹주,2016-08-03,1,0.1,413000,44395967609,59,5599665,2017-07-14,29,100.0,0.0,59,23,1,0.038,345 days 00:00:00.000000000,345,5614881.0,1
659,30502,18,덕혜옹주,2016-08-03,2,0.1,1650000,44397617609,330,5599995,2018-10-18,16,58.9,0.02,560,19,2,0.03,806 days 00:00:00.000000000,806,5614881.0,1
660,13149,26,판도라,2016-12-07,1,0.0,9624000,9624000,1203,1203,2016-11-15,17,100.0,0.05,1203,22,3,0.043,-22 days +00:00:00.000000000,-22,6090015.0,0
661,13374,17,판도라,2016-12-07,3,0.2,6128000,15752000,766,1969,2016-11-22,19,100.0,0.03,766,21,3,0.057,-15 days +00:00:00.000000000,-15,6090015.0,0
662,13414,23,판도라,2016-12-07,2,0.1,2940000,18692000,449,2418,2016-11-24,20,94.7,0.02,474,26,2,0.029,-13 days +00:00:00.000000000,-13,6090015.0,0
663,13610,9,판도라,2016-12-07,28,1.2,48192000,66884000,6024,8442,2016-11-29,8,99.7,0.24,6042,9,28,0.39,-8 days +00:00:00.000000000,-8,6090015.0,0
664,13626,11,판도라,2016-12-07,15,0.7,31844000,98728000,4061,12503,2016-11-30,7,94.1,0.16,4315,11,15,0.183,-7 days +00:00:00.000000000,-7,6090015.0,0
665,13673,21,판도라,2016-12-07,2,0.1,4048000,102776000,506,13009,2016-12-01,19,100.0,0.02,506,24,2,0.024,-6 days +00:00:00.000000000,-6,6090015.0,0
666,13734,9,판도라,2016-12-07,20,0.9,43087000,145863000,4392,17401,2016-12-02,8,99.8,0.16,4400,11,20,0.232,-5 days +00:00:00.000000000,-5,6090015.0,0
667,13817,21,판도라,2016-12-07,1,0.0,1340000,147203000,134,17535,2016-12-04,46,100.0,0.0,134,30,1,0.011,-3 days +00:00:00.000000000,-3,6090015.0,0
668,13910,19,판도라,2016-12-07,4,0.2,6652000,153855000,837,18372,2016-12-06,17,92.2,0.03,908,20,4,0.046,-1 days +00:00:00.000000000,-1,6090015.0,0
669,13942,1,판도라,2016-12-07,1029,43.0,1138891200,1292746200,154652,173024,2016-12-07,1,16.8,35.74,918214,1,4777,51.699,0 days 00:00:00.000000000,0,6090015.0,0
670,13956,1,판도라,2016-12-07,1074,43.7,1206239000,2498985200,164931,337955,2016-12-08,1,18.2,34.92,904435,1,4741,52.872,1 days 00:00:00.000000000,1,6090015.0,0
671,14019,1,판도라,2016-12-07,1086,44.5,1694603296,4193588496,210438,548393,2016-12-09,1,22.3,35.34,942625,1,4919,53.19600000000001,2 days 00:00:00.000000000,2,6090015.0,0
672,14042,1,판도라,2016-12-07,1166,45.9,3734861514,7928450010,447707,996100,2016-12-10,1,42.6,37.66,1050486,1,5448,55.986,3 days 00:00:00.000000000,3,6090015.0,0
673,14044,1,판도라,2016-12-07,1160,46.1,3870900800,11799350810,463151,1459251,2016-12-11,1,45.0,37.79,1030036,1,5324,56.71100000000001,4 days 00:00:00.000000000,4,6090015.0,0
674,14072,1,판도라,2016-12-07,1085,45.3,1179889900,12979240710,160345,1619596,2016-12-12,1,16.8,37.51,953707,1,4956,55.17100000000001,5 days 00:00:00.000000000,5,6090015.0,0
675,14120,1,판도라,2016-12-07,1117,44.5,1211396000,14190636710,165775,1785371,2016-12-13,1,17.4,37.37,953332,1,4982,55.019,6 days 00:00:00.000000000,6,6090015.0,0
676,14150,1,판도라,2016-12-07,1080,33.8,1173549200,15364185910,162153,1947524,2016-12-14,1,18.3,33.94,885081,1,4584,39.582,7 days 00:00:00.000000000,7,6090015.0,0
677,14178,1,판도라,2016-12-07,1083,33.7,1160974100,16525160010,159809,2107333,2016-12-15,1,18.1,33.93,883389,1,4590,40.299,8 days 00:00:00.000000000,8,6090015.0,0
678,14202,1,판도라,2016-12-07,1115,34.1,1670473585,18195633595,210230,2317563,2016-12-16,1,22.7,34.63,927134,1,4825,41.243,9 days 00:00:00.000000000,9,6090015.0,0
679,14236,1,판도라,2016-12-07,1184,36.3,3322781267,21518414862,401518,2719081,2016-12-17,1,38.8,36.77,1034763,1,5354,46.343,10 days 00:00:00.000000000,10,6090015.0,0
680,14282,1,판도라,2016-12-07,1153,36.0,3283355300,24801770162,394567,3113648,2016-12-18,1,39.1,36.66,1009985,1,5224,46.56,11 days 00:00:00.000000000,11,6090015.0,0
681,14318,1,판도라,2016-12-07,1096,36.1,985648800,25787418962,133106,3246754,2016-12-19,1,14.2,36.53,939054,1,4857,44.33600000000001,12 days 00:00:00.000000000,12,6090015.0,0
682,14339,1,판도라,2016-12-07,1134,35.3,979907000,26767325962,135019,3381773,2016-12-20,1,14.5,36.29,932339,1,4857,44.417,13 days 00:00:00.000000000,13,6090015.0,0
683,14372,2,판도라,2016-12-07,705,22.7,446356000,27213681962,62014,3443787,2016-12-21,2,18.0,13.7,344389,2,2346,21.02,14 days 00:00:00.000000000,14,6090015.0,0
684,14421,2,판도라,2016-12-07,704,23.6,454805100,27668487062,62801,3506588,2016-12-22,2,18.5,13.37,340043,2,2328,21.193,15 days 00:00:00.000000000,15,6090015.0,0
685,14435,2,판도라,2016-12-07,701,23.3,623073379,28291560441,78269,3584857,2016-12-23,2,22.7,12.97,344265,2,2330,20.178,16 days 00:00:00.000000000,16,6090015.0,0
686,14492,2,판도라,2016-12-07,654,22.4,1458537223,29750097664,177961,3762818,2016-12-24,2,59.7,10.3,298230,2,2108,18.311,17 days 00:00:00.000000000,17,6090015.0,0
687,14500,2,판도라,2016-12-07,655,22.7,1411422700,31161520364,173095,3935913,2016-12-25,2,60.8,10.06,284569,2,2030,18.361,18 days 00:00:00.000000000,18,6090015.0,0
688,14525,2,판도라,2016-12-07,663,23.6,407037500,31568557864,55796,3991709,2016-12-26,2,18.1,11.91,307718,2,2159,20.274,19 days 00:00:00.000000000,19,6090015.0,0
689,14575,2,판도라,2016-12-07,668,23.6,397729800,31966287664,55262,4046971,2016-12-27,2,17.8,12.0,311074,2,2172,20.566,20 days 00:00:00.000000000,20,6090015.0,0
690,14583,2,판도라,2016-12-07,551,24.5,353210500,32319498164,59865,4106836,2016-12-28,2,31.5,7.3,190294,2,1416,18.43,21 days 00:00:00.000000000,21,6090015.0,0
691,14626,2,판도라,2016-12-07,519,24.1,341160200,32660658364,46957,4153793,2016-12-29,2,25.9,6.91,181179,2,1383,17.94,22 days 00:00:00.000000000,22,6090015.0,0
692,14642,2,판도라,2016-12-07,535,24.9,522508800,33183167164,65306,4219099,2016-12-30,2,34.1,7.11,191670,2,1465,18.519,23 days 00:00:00.000000000,23,6090015.0,0
693,14669,2,판도라,2016-12-07,566,26.0,772231000,33955398164,94765,4313864,2016-12-31,2,47.8,7.03,198075,2,1505,18.601,24 days 00:00:00.000000000,24,6090015.0,0
694,14671,2,판도라,2016-12-07,576,27.1,736891900,34692290064,87966,4401830,2017-01-01,2,45.0,7.19,195344,2,1476,18.877,25 days 00:00:00.000000000,25,6090015.0,0
695,14690,2,판도라,2016-12-07,540,25.9,283473300,34975763364,38072,4439902,2017-01-02,2,19.2,7.62,197888,2,1495,19.723,26 days 00:00:00.000000000,26,6090015.0,0
696,14712,2,판도라,2016-12-07,538,24.7,205442000,35181205364,27605,4467507,2017-01-03,2,14.3,7.47,192788,2,1463,19.283,27 days 00:00:00.000000000,27,6090015.0,0
697,14738,4,판도라,2016-12-07,335,15.5,92821100,35274026464,12620,4480127,2017-01-04,4,13.4,3.36,94290,4,685,9.488,28 days 00:00:00.000000000,28,6090015.0,0
698,14762,4,판도라,2016-12-07,322,15.1,84874600,35358901064,11481,4491608,2017-01-05,4,12.8,3.2,90054,4,642,9.429,29 days 00:00:00.000000000,29,6090015.0,0
699,14766,4,판도라,2016-12-07,310,14.5,94003800,35452904864,11450,4503058,2017-01-06,4,13.9,2.85,82216,4,598,9.061,30 days 00:00:00.000000000,30,6090015.0,0
700,14783,4,판도라,2016-12-07,304,13.9,177307500,35630212364,21657,4524715,2017-01-07,4,28.9,2.5,74981,4,555,8.802999999999997,31 days 00:00:00.000000000,31,6090015.0,0
701,14805,4,판도라,2016-12-07,297,13.7,172051100,35802263464,20971,4545686,2017-01-08,4,29.0,2.47,72432,4,539,8.93,32 days 00:00:00.000000000,32,6090015.0,0
702,14818,4,판도라,2016-12-07,295,14.6,49099800,35851363264,6682,4552368,2017-01-09,4,9.2,2.59,72437,4,539,9.131,33 days 00:00:00.000000000,33,6090015.0,0
703,14853,4,판도라,2016-12-07,294,13.9,50113000,35901476264,6870,4559238,2017-01-10,4,9.8,2.51,70313,4,533,9.042,34 days 00:00:00.000000000,34,6090015.0,0
704,14862,4,판도라,2016-12-07,107,8.3,22329300,35923805564,3228,4562466,2017-01-11,3,12.3,0.93,26221,4,195,5.597,35 days 00:00:00.000000000,35,6090015.0,0
705,14890,5,판도라,2016-12-07,62,5.5,12348200,35936153764,1754,4564220,2017-01-12,4,14.0,0.44,12530,4,104,3.794,36 days 00:00:00.000000000,36,6090015.0,0
706,14907,4,판도라,2016-12-07,58,5.1,15006000,35951159764,2191,4566411,2017-01-13,4,17.7,0.43,12417,4,97,3.438,37 days 00:00:00.000000000,37,6090015.0,0
707,14910,5,판도라,2016-12-07,63,5.3,27891200,35979050964,3793,4570204,2017-01-14,4,29.1,0.43,13041,4,101,3.527,38 days 00:00:00.000000000,38,6090015.0,0
708,14936,4,판도라,2016-12-07,66,5.7,29404100,36008455064,3988,4574192,2017-01-15,4,29.8,0.46,13368,4,103,3.737,39 days 00:00:00.000000000,39,6090015.0,0
709,14948,4,판도라,2016-12-07,59,5.5,9108200,36017563264,1382,4575574,2017-01-16,4,11.8,0.42,11679,4,100,3.73,40 days 00:00:00.000000000,40,6090015.0,0
710,14972,4,판도라,2016-12-07,59,5.1,9923800,36027487064,1564,4577138,2017-01-17,4,14.6,0.39,10751,4,95,3.437,41 days 00:00:00.000000000,41,6090015.0,0
711,15001,8,판도라,2016-12-07,14,0.5,3050000,36030537064,504,4577642,2017-01-18,7,23.4,0.08,2153,8,20,0.174,42 days 00:00:00.000000000,42,6090015.0,0
712,15019,8,판도라,2016-12-07,20,0.7,3983000,36034520064,667,4578309,2017-01-19,9,25.7,0.09,2591,7,24,0.209,43 days 00:00:00.000000000,43,6090015.0,0
713,15044,8,판도라,2016-12-07,19,0.6,2724000,36037244064,424,4578733,2017-01-20,6,17.6,0.09,2415,8,23,0.197,44 days 00:00:00.000000000,44,6090015.0,0
714,15051,8,판도라,2016-12-07,17,0.5,2186000,36039430064,380,4579113,2017-01-21,8,17.8,0.07,2140,8,20,0.162,45 days 00:00:00.000000000,45,6090015.0,0
715,15074,8,판도라,2016-12-07,18,0.6,2772500,36042202564,471,4579584,2017-01-22,7,21.3,0.08,2215,8,20,0.166,46 days 00:00:00.000000000,46,6090015.0,0
716,15098,8,판도라,2016-12-07,14,0.5,905000,36043107564,176,4579760,2017-01-23,9,9.8,0.07,1796,8,18,0.16,47 days 00:00:00.000000000,47,6090015.0,0
717,15126,8,판도라,2016-12-07,16,0.5,5689000,36048796564,1051,4580811,2017-01-24,6,37.8,0.1,2782,9,22,0.195,48 days 00:00:00.000000000,48,6090015.0,0
718,15146,11,판도라,2016-12-07,7,0.3,5315000,36054111564,912,4581723,2017-01-25,9,71.8,0.05,1270,11,7,0.073,49 days 00:00:00.000000000,49,6090015.0,0
719,15152,12,판도라,2016-12-07,2,0.1,420000,36054531564,104,4581827,2017-01-26,10,43.2,0.01,241,12,2,0.02,50 days 00:00:00.000000000,50,6090015.0,0
720,15177,10,판도라,2016-12-07,3,0.1,1199500,36055731064,279,4582106,2017-01-27,11,69.8,0.01,400,10,3,0.027000000000000003,51 days 00:00:00.000000000,51,6090015.0,0
721,15189,10,판도라,2016-12-07,4,0.1,1292000,36057023064,290,4582396,2017-01-28,9,61.1,0.02,475,10,4,0.035,52 days 00:00:00.000000000,52,6090015.0,0
722,15194,11,판도라,2016-12-07,2,0.1,990000,36058013064,238,4582634,2017-01-29,12,78.3,0.01,304,11,2,0.017,53 days 00:00:00.000000000,53,6090015.0,0
723,15210,11,판도라,2016-12-07,2,0.1,1000000,36059013064,240,4582874,2017-01-30,11,79.0,0.01,304,12,2,0.018000000000000002,54 days 00:00:00.000000000,54,6090015.0,0
724,15222,15,판도라,2016-12-07,1,0.0,400000,36059413064,100,4582974,2017-01-31,14,66.2,0.01,151,16,1,0.01,55 days 00:00:00.000000000,55,6090015.0,0
725,15281,15,판도라,2016-12-07,1,0.0,1300000,36060713064,175,4583149,2017-02-03,15,78.1,0.01,224,16,1,0.011,58 days 00:00:00.000000000,58,6090015.0,0
726,15603,16,판도라,2016-12-07,1,0.0,0,36060713064,0,4583149,2017-02-21,24,0.0,0.0,130,20,1,0.01,76 days 00:00:00.000000000,76,6090015.0,0
727,15623,16,판도라,2016-12-07,1,0.0,605000,36061318064,121,4583270,2017-02-22,25,100.0,0.0,121,23,1,0.01,77 days 00:00:00.000000000,77,6090015.0,0
728,15915,14,판도라,2016-12-07,1,0.1,803000,36062121064,115,4583385,2017-03-09,13,79.3,0.01,145,14,1,0.027000000000000003,92 days 00:00:00.000000000,92,6090015.0,0
729,15940,15,판도라,2016-12-07,1,0.1,2340000,36064461064,260,4583645,2017-03-11,13,100.0,0.01,260,17,1,0.027000000000000003,94 days 00:00:00.000000000,94,6090015.0,0
730,16850,17,판도라,2016-12-07,1,0.1,150000,36064611064,25,4583670,2017-04-25,28,30.5,0.0,82,20,1,0.031,139 days 00:00:00.000000000,139,6090015.0,0
731,17276,15,판도라,2016-12-07,1,0.1,0,36064611064,0,4583670,2017-05-18,16,0.0,0.01,332,17,1,0.015,162 days 00:00:00.000000000,162,6090015.0,0
732,17978,20,판도라,2016-12-07,1,0.0,600000,36065211064,150,4583820,2017-06-20,20,99.3,0.01,151,23,1,0.012,195 days 00:00:00.000000000,195,6090015.0,0
733,21631,36,판도라,2016-12-07,1,0.0,738000,36065949064,369,4584189,2017-11-14,25,30.8,0.04,1200,30,4,0.044,342 days 00:00:00.000000000,342,6090015.0,0
734,21673,37,판도라,2016-12-07,1,0.0,434000,36066383064,217,4584406,2017-11-15,26,18.1,0.04,1200,29,4,0.054000000000000006,343 days 00:00:00.000000000,343,6090015.0,0
735,21736,32,판도라,2016-12-07,1,0.1,410000,36066793064,205,4584611,2017-11-16,16,17.1,0.04,1200,24,4,0.076,344 days 00:00:00.000000000,344,6090015.0,0
736,21745,30,판도라,2016-12-07,1,0.1,378000,36067171064,189,4584800,2017-11-17,15,15.8,0.04,1200,23,4,0.077,345 days 00:00:00.000000000,345,6090015.0,0
737,31361,26,판도라,2016-12-07,1,0.0,465000,36067636064,93,4584893,2018-11-13,27,56.7,0.01,164,33,1,0.01,706 days 00:00:00.000000000,706,6090015.0,0
738,37596,17,판도라,2016-12-07,1,0.1,700000,36068336064,100,4584993,2019-06-24,25,100.0,0.0,100,20,1,0.016,929 days 00:00:00.000000000,929,6090015.0,0
739,39528,25,판도라,2016-12-07,1,0.0,861000,36069197064,123,4585116,2019-09-20,32,107.9,0.0,114,26,1,0.009000000000000001,1017 days 00:00:00.000000000,1017,6090015.0,0
740,14764,13,더 킹,2017-01-18,1,0.0,1918000,1918000,274,274,2017-01-06,11,100.0,0.01,274,16,1,0.015,-12 days +00:00:00.000000000,-12,6814574.0,0
741,14889,9,더 킹,2017-01-18,5,0.4,9544000,11462000,1197,1471,2017-01-12,8,100.0,0.04,1197,9,7,0.255,-6 days +00:00:00.000000000,-6,6814574.0,0
742,14899,6,더 킹,2017-01-18,26,2.3,53746000,65208000,5509,6980,2017-01-13,6,99.4,0.19,5541,7,26,0.922,-5 days +00:00:00.000000000,-5,6814574.0,0
743,14922,15,더 킹,2017-01-18,1,0.1,2277000,67485000,253,7233,2017-01-14,13,100.0,0.01,253,17,1,0.035,-4 days +00:00:00.000000000,-4,6814574.0,0
744,14947,7,더 킹,2017-01-18,13,1.2,24284000,91769000,2885,10118,2017-01-16,7,100.0,0.1,2885,7,14,0.522,-2 days +00:00:00.000000000,-2,6814574.0,0
745,14984,7,더 킹,2017-01-18,23,2.0,42615000,134384000,3894,14012,2017-01-17,6,73.7,0.19,5282,8,23,0.8320000000000001,-1 days +00:00:00.000000000,-1,6814574.0,0
746,15007,1,더 킹,2017-01-18,1125,37.9,2197763200,2332147200,288966,302978,2017-01-18,1,27.3,38.09,1060455,1,5364,46.79,0 days 00:00:00.000000000,0,6814574.0,0
747,15013,1,더 킹,2017-01-18,1147,37.5,1810239800,4142387000,238039,541017,2017-01-19,1,22.3,38.29,1068348,1,5395,46.95399999999999,1 days 00:00:00.000000000,1,6814574.0,0
748,15040,1,더 킹,2017-01-18,1188,39.0,2235092100,6377479100,261528,802545,2017-01-20,1,23.7,39.08,1103408,1,5615,48.06100000000001,2 days 00:00:00.000000000,2,6814574.0,0
749,15064,1,더 킹,2017-01-18,1310,40.1,4490105729,10867584829,524841,1327386,2017-01-21,1,44.2,40.53,1188529,1,6092,49.252,3 days 00:00:00.000000000,3,6814574.0,0
750,15082,1,더 킹,2017-01-18,1289,40.0,4504282600,15371867429,525513,1852899,2017-01-22,1,45.3,40.54,1159552,1,5913,49.095,4 days 00:00:00.000000000,4,6814574.0,0
751,15087,1,더 킹,2017-01-18,1169,40.2,1243052400,16614919829,163491,2016390,2017-01-23,1,15.0,39.99,1088252,1,5524,49.242,5 days 00:00:00.000000000,5,6814574.0,0
752,15120,1,더 킹,2017-01-18,1181,39.4,1189158900,17804078729,156749,2173139,2017-01-24,1,14.5,39.45,1082388,1,5500,48.681,6 days 00:00:00.000000000,6,6814574.0,0
753,15136,1,더 킹,2017-01-18,1071,42.0,1204847600,19008926329,199750,2372889,2017-01-25,1,21.9,32.52,912774,1,4658,48.749,7 days 00:00:00.000000000,7,6814574.0,0
754,15160,1,더 킹,2017-01-18,1046,42.1,1642336400,20651262729,212532,2585421,2017-01-26,1,22.5,32.52,943246,1,4860,48.702,8 days 00:00:00.000000000,8,6814574.0,0
755,15174,2,더 킹,2017-01-18,1118,39.7,2826186112,23477448841,326785,2912206,2017-01-27,2,34.5,31.55,946045,2,5067,45.346,9 days 00:00:00.000000000,9,6814574.0,0
756,15180,2,더 킹,2017-01-18,1113,39.1,3768450768,27245899609,429935,3342141,2017-01-28,2,46.7,31.03,920777,2,4974,43.593,10 days 00:00:00.000000000,10,6814574.0,0
757,15203,2,더 킹,2017-01-18,1117,37.3,4253621700,31499521309,493218,3835359,2017-01-29,2,55.3,29.38,892183,2,4889,41.285,11 days 00:00:00.000000000,11,6814574.0,0
758,15220,2,더 킹,2017-01-18,1081,36.6,3637450800,35136972109,430477,4265836,2017-01-30,2,51.5,28.45,836766,2,4612,40.407,12 days 00:00:00.000000000,12,6814574.0,0
759,15239,2,더 킹,2017-01-18,982,39.1,1082210400,36219182509,144604,4410440,2017-01-31,2,18.6,27.7,778315,2,4324,42.952,13 days 00:00:00.000000000,13,6814574.0,0
760,15240,2,더 킹,2017-01-18,909,36.8,689402400,36908584909,92503,4502943,2017-02-01,2,13.5,25.01,684494,2,3982,39.78,14 days 00:00:00.000000000,14,6814574.0,0
761,15267,2,더 킹,2017-01-18,827,35.5,587350500,37495935409,78761,4581704,2017-02-02,2,13.1,21.82,599312,2,3523,38.223,15 days 00:00:00.000000000,15,6814574.0,0
762,15291,2,더 킹,2017-01-18,837,36.6,723431518,38219366927,86879,4668583,2017-02-03,2,14.6,21.23,594295,2,3542,37.935,16 days 00:00:00.000000000,16,6814574.0,0
763,15300,2,더 킹,2017-01-18,832,34.9,1428182708,39647549635,168326,4836909,2017-02-04,2,29.0,19.91,579993,2,3513,36.164,17 days 00:00:00.000000000,17,6814574.0,0
764,15315,2,더 킹,2017-01-18,818,34.4,1305062900,40952612535,154446,4991355,2017-02-05,2,27.8,19.55,556226,2,3369,35.791,18 days 00:00:00.000000000,18,6814574.0,0
765,15322,2,더 킹,2017-01-18,768,35.4,374987900,41327600435,50002,5041357,2017-02-06,2,9.4,20.09,530173,2,3223,36.78,19 days 00:00:00.000000000,19,6814574.0,0
